representative	clustername	nObs	min_qupm	max_qupm	nCoeffsH0	nCoeffsH1	rssH0	rssH1	df1	df2	F_statistic	pEC50H1	slopeH1	pEC50_slopeH1	detected_effectH1	nObsRound	pi	FDR
YIHD	YIHD	50	2	4	10	24	7.29999681488093	2.2923489740867	14	26	4.43975789599685	5.90967856649929	4.39942593820561	-0.00605852830927598	expression/solubility	50	0.595046638790608	0.020240716869348
YQJD	YQJD	50	5	7	10	24	2.65760858108138	0.820380386676865	14	26	4.43244728709076	6.49280020482335	3.55014114953074	0.0174051411944388	expression/solubility	50	0.594006326060151	0.020229552175773
SUHB	SUHB	50	15	21	10	24	1.1895538017129	0.35815659499	14	26	4.36496567078344	6.45181363246965	5.90333090116862	0.0111540045091342	stability	50	0.593220338983051	0.0208306378574201
BAMC	BAMC	50	14	17	10	24	0.368413796084272	0.0948693928387746	14	26	4.35137979343203	6.72059662914639	-4.79466612807545	0.0179512997362857	stability	50	0.592211136144191	0.0208927278995032
AIDB	AIDB	40	3	5	8	20	1.82368864587649	0.531325023474257	12	20	4.35131038659472	6.56883617661356	3.01629176780402	0.0160806089550336	expression/solubility	40	0.607298474945534	0.023482207697894
RPLC	RPLC	50	11	20	10	24	1.70274308714405	0.52560618729575	14	26	4.33363880854371	7.69897000433602	-4.00967345927573	0.0204954416370659	stability	50	0.591360343439764	0.021333885807637
HRPA	HRPA	30	3	49	6	16	0.898722013002125	0.224312561814119	10	14	4.32882992054682	7.25123970158349	9.45649313953805	-0.0043825148856934	stability	30	0.719925685090571	0.0520561649219336
YQFB	YQFB	30	2	6	6	16	1.21244780543613	0.313852236530301	10	14	4.32199488984835	6.15820432963727	9.6642509832657	-0.0203922284391179	stability	30	0.717770034843206	0.0520520254275607
NADK	NADK	50	3	5	10	24	1.66697558307488	0.51523780830146	14	26	4.32005429859694	5.69897000433602	7.83377268650997	-0.0101190336345955	stability	50	0.590318772136954	0.0213170667716122
YBIS	YBIS	50	3	10	10	24	2.45605623075422	0.772659000016858	14	26	4.30133497636371	5.69897000433602	-16.3865187661341	-0.0210472612584515	stability	50	0.589245465278523	0.0212247107140627
CLPP	CLPP	50	2	8	10	24	3.57164919745969	1.13487290757287	14	26	4.29827622050047	5.69897000433602	2.94688927059873	-0.0275319543424065	stability	50	0.588172158420092	0.0211328187573048
YCIN	YCIN	50	4	5	10	24	4.24515712559687	1.35566839499695	14	26	4.28750937473104	6.57979631514959	2.83649360138395	0.0155259381949903	expression/solubility	50	0.587161872048089	0.0211908044047431
HISJ	HISJ	50	8	13	10	24	0.824774512933393	0.244856253185099	14	26	4.27802279798488	6.70532973150056	1.60607092224697	0.0263267360299793	expression/solubility	50	0.586151368760064	0.0212479871175523
YGEY	YGEY	40	2	4	8	20	1.32293219257237	0.382127189834947	12	20	4.27735091993335	7.00237978736823	7.696270389987	-0.00843626916436457	stability	40	0.605482067366699	0.0254623253495267
LPXA	LPXA	50	4	10	10	24	2.28633897698609	0.720642529247576	14	26	4.27604186153764	7.28327805632324	47.0435961917859	-0.00147490650172932	stability	50	0.585077831454643	0.0211561809378861
HISF	HISF	50	4	15	10	24	0.624252576215576	0.180189867643681	14	26	4.26098944597278	6.54489488929169	2.3297494315239	0.0231186461321271	expression/solubility	50	0.584098351854834	0.0212861712802819
GALR	GALR	30	2	8	6	16	0.446808222740032	0.0976971901701263	10	14	4.25240800273567	5.8144984067259	8.58056171954799	-0.0231754101908949	stability	30	0.715779688589356	0.0525989619645209
YBBP	YBBP	30	3	3	6	16	2.00103048612656	0.545106927816648	10	14	4.25067222218922	7.69896988976215	54.7803101358356	0.00586878088704152	stability	30	0.713455728561469	0.0520339892259116
ICD	ICD	50	4	37	10	24	1.56075270831881	0.486820559263612	14	26	4.24765017810081	6.62369203095464	1.63939078442126	0.0219468461892648	expression/solubility	50	0.583118556701031	0.0214147757795912
THRA	THRA	30	4	35	6	16	1.92446525495455	0.523813105253379	10	14	4.24283427567824	6.46089669201142	8.66516995587445	-0.0155096366390821	expression/solubility	30	0.711214410226612	0.0517488096993244
FEPB	FEPB	40	3	8	8	20	13.4048802450976	4.17201111693016	12	20	4.24053864169705	6.4082342162242	7.66345229721746	-0.0113140434974277	expression/solubility	40	0.602919110626108	0.0255843964706474
DACC	DACC	40	4	18	8	20	0.605826949592093	0.160445130595207	12	20	4.22324140086125	6.56265308587812	2.70072472739367	0.0213859133551095	expression/solubility	40	0.600436681222707	0.0259011901703913
GFCE	GFCE	30	2	3	6	16	1.51500120105831	0.407665097319923	10	14	4.21815274970021	5.69897000433602	-5.05261911559777	-0.0139492037231356	stability	30	0.709137409904673	0.052003410059676
CCA	CCA	30	9	10	6	16	0.53561766730399	0.124407938311524	10	14	4.21129495525196	7.69897000433602	7.06413809137136	0.00272721398470935	stability	30	0.706812369216461	0.0514517827591395
DEOD	DEOD	50	16	19	10	24	0.58914136393455	0.170461246460824	14	26	4.20780979365556	6.24611382309433	-4.1487444981504	-0.0202263171908428	stability	50	0.582263522586883	0.0218348820970081
PQIB	PQIB	50	18	21	10	24	0.281744085765016	0.0694104628078524	14	26	4.20256881902394	7.69322959254528	-6.64663591232475	0.0223227594285795	expression/solubility	50	0.581189235644841	0.0217407825185663
ALDB	ALDB	40	3	9	8	20	0.350022776232493	0.0806395317796788	12	20	4.1931897311416	6.67268128175614	3.44096905775123	0.024854768229143	expression/solubility	40	0.597788999590555	0.0258136158914103
YADG	YADG	50	5	14	10	24	1.50901941026755	0.475498222088651	14	26	4.17850829145323	6.43823312749594	2.76328941070593	0.0206518903294935	expression/solubility	50	0.580208445256259	0.0218649980601496
FIU	FIU	50	13	17	10	24	85.72030428966	28.4028366382409	14	26	4.15862073343466	7.14410717524189	6.7233074440269	0.00116601598278261	expression/solubility	50	0.579227338670679	0.0219878682615774
ANSA	ANSA	40	2	9	8	20	1.1396825650773	0.332447135009733	12	20	4.15474403086714	7.67089974327214	-6.50086000224635	0.0175026384498186	expression/solubility	40	0.595140595140595	0.0257254321770451
NFRA	NFRA	30	7	15	6	16	0.816726467169556	0.208639283397329	10	14	4.14589570831978	6.70224623748222	-14.225051328645	-0.00140749945682604	stability	30	0.704897057112946	0.0522241250342803
YHHM	YHHM	50	4	6	10	24	0.667956470445332	0.199486887002982	14	26	4.12499580985002	6.32313409653971	2.49738323948031	0.013846654872561	expression/solubility	50	0.578308072664732	0.0222535214236184
YGJH	YGJH	30	2	3	6	16	0.641073560038932	0.158028744704065	10	14	4.12105843571821	6.37849363661807	-0.952646923643024	0.0324823610743891	stability	30	0.702815918082383	0.0524565504075982
SUCD	SUCD	50	3	15	10	24	1.44737812923543	0.460097001704342	14	26	4.1157691231683	6.18933426812112	-4.15786026297899	0.00965203416453392	stability	50	0.577264176296694	0.0222296107009118
PPIA	PPIA	50	2	5	10	24	0.571828404813056	0.167756912750744	14	26	4.11519914774481	6.67572094834919	-2.75530191089661	0.0189155494006818	stability	50	0.576189196452566	0.0221340971807998
RPLF	RPLF	50	7	13	10	24	0.87904775416152	0.2710618506775	14	26	4.10084921120328	7.69394108496252	-5.47915343803396	0.0168684095247405	stability	50	0.575206966992796	0.0222525322997213
GLTB	GLTB	50	4	50	10	24	6.55155165119128	2.17038705227747	14	26	4.09914670099387	6.83735217028878	-6.10005898112223	-0.0015941207922912	stability	50	0.574131813783464	0.0221570287358182
ACEE	ACEE	50	11	65	10	24	0.980953488294947	0.306618184520919	14	26	4.07474220258921	7.47547060246754	13.1153263192458	0.000964951598494345	stability	50	0.573118279569892	0.0222031294748627
ENO	ENO	50	12	24	10	24	0.375678633525233	0.103236060593734	14	26	4.07123627423237	6.70940369684512	-2.87026885981429	0.0169664943420313	stability	50	0.572043010752688	0.0221079424445483
MSRB	MSRB	50	4	8	10	24	0.969333014392112	0.302908624307304	14	26	4.07116890632768	7.69897000433602	-3.45156324817022	0.014077673411427	stability	50	0.570967741935484	0.0220132141469102
RPIA	RPIA	50	5	10	10	24	1.21589499513723	0.385850387986646	14	26	4.07098585194526	6.58027994181915	4.60733636553084	0.0173284098357004	stability	50	0.56989247311828	0.02191894127378
RDGC	RDGC	50	9	14	10	24	0.826209374971034	0.255695361567486	14	26	4.05163236282308	5.69897000433602	-1.45673072947592	-0.020831504777239	expression/solubility	50	0.568878374018712	0.0219638892606745
FTSN	FTSN	50	8	18	10	24	0.519442818860291	0.15243753915452	14	26	4.04345702180365	7.69897000433602	-3.77281148522559	0.0219118359082011	stability	50	0.567802989568771	0.0218699237609024
FBAA	FBAA	50	2	20	10	24	2.56755126598078	0.846106711346365	14	26	4.03182673687693	6.57313521409696	-3.37403671283155	0.0147752724216131	stability	50	0.566880008605389	0.0221204967558427
PUTA	PUTA	30	10	45	6	16	1.31767841870974	0.364007812200698	10	14	4.02213238839306	6.35778980085266	-5.07164746485747	0.0140958160212786	expression/solubility	30	0.701304753028891	0.0544898657029642
CHAA	CHAA	50	2	3	10	24	0.900509743126474	0.283212189861937	14	26	4.00459250398328	6.89154441088136	-5.32330011971128	0.00980408869160612	expression/solubility	50	0.56589564281872	0.0222316145393068
NAGC	NAGC	40	12	20	8	20	0.224041624010719	0.0437822560793845	12	20	3.98736849577868	5.69897000433602	-1.24197732177037	0.0154273586535418	stability	40	0.593058212626401	0.0269917519849195
YAGE	YAGE	50	4	10	10	24	1.24645763603706	0.404490045357326	14	26	3.95425828864871	6.23214590044986	-4.54541945772628	0.0118586367428209	expression/solubility	50	0.565002152389152	0.0225464041808498
EUTM	EUTM	40	2	4	8	20	4.17001529010534	1.3436978825497	12	20	3.94425000554626	6.48296311483603	2.49724601337727	-0.0147356472728669	stability	40	0.590486604702023	0.0270796404704112
PDXY	PDXY	50	5	8	10	24	0.537919460447421	0.161904206231439	14	26	3.94338564654469	6.63810674668882	-2.16167147205081	0.0171017943316381	expression/solubility	50	0.563956304148953	0.0225181604855684
YIHW	YIHW	30	7	8	6	16	0.319333911897382	0.0668396227517116	10	14	3.93683685402849	6.62412465054987	-1.42661046914662	0.0211111636849712	stability	30	0.699708454810496	0.0562265722615577
GYRB	GYRB	50	4	39	10	24	2.28100936594321	0.763564832882572	14	26	3.92146501215739	6.36283365308104	-5.21222724627859	0.0123920258856922	stability	50	0.56297093649085	0.0226253095043604
PGK	PGK	50	19	28	10	24	0.56618490033347	0.172716267829141	14	26	3.91146559342819	6.69860274807148	-0.783617371596795	0.0247931304120441	stability	50	0.561955000538271	0.0226637512009539
YBHB	YBHB	30	2	2	6	16	0.452554546698359	0.108135562147189	10	14	3.90617272995492	5.69897000433602	1.84263647789611	-0.0256157154079823	expression/solubility	30	0.697538784556165	0.0561493986149821
YFHM	YFHM	50	2	42	10	24	2.19520467896944	0.736371880828856	14	26	3.90292822905063	6.6882502005434	-2.62841402403713	-0.00176506237812535	stability	50	0.560969044414536	0.0227687435674135
KUP	KUP	50	2	6	10	24	1.08543808833327	0.352972620328744	14	26	3.89696350368546	5.69897000433602	-0.303027485002869	0.0530831657873732	stability	50	0.559892328398385	0.0226716963964135
RFAB	RFAB	30	4	6	6	16	0.465299831031467	0.112446865796377	10	14	3.89108384773371	6.69858913901471	11.878378283642	-0.0149597150882458	stability	30	0.695530400280079	0.0565730712903867
CYTR	CYTR	40	6	13	8	20	1.6481653278731	0.519481973099579	12	20	3.88011548702543	6.58750789929932	-3.46135279629141	0.0160847091333965	expression/solubility	40	0.588154835179866	0.0277326172284177
RPLS	RPLS	50	8	12	10	24	0.822729569599242	0.264499824020003	14	26	3.84778681800236	7.69887181449207	-10.7873798579826	0.0179210640004788	stability	50	0.559026281775097	0.0230418326914326
IBAG	IBAG	30	3	4	6	16	0.439160580667461	0.10562778155076	10	14	3.84638447166724	6.54540323866216	-9.09523184015769	-0.0280478567801665	stability	30	0.693682120752073	0.0574834484679165
CYSE	CYSE	50	5	9	10	24	0.652005637494266	0.205028810534502	14	26	3.84481352401966	6.60623348587095	-3.68660896523024	-0.0191296916869243	stability	50	0.557949159844894	0.0229437037693228
SRLB	SRLB	50	3	5	10	24	5.09369270585318	1.75779275662074	14	26	3.83953900740766	5.93413354054195	-4.96202074671737	0.00381160075292035	expression/solubility	50	0.556872037914692	0.0228460323247053
UXUB	UXUB	40	3	15	8	20	0.499507205932154	0.138455320624247	12	20	3.83678241221285	6.6550520305081	-3.46111946135203	0.0178826883567278	stability	40	0.585739701655946	0.0281818158343899
MDOB	MDOB	40	2	18	8	20	1.58246660764012	0.502933004465339	12	20	3.82349394991415	6.47012911417051	-5.34308510906714	0.014783570701001	stability	40	0.583002600246339	0.0278748118242781
GLYQ	GLYQ	30	8	11	6	16	1.87281046231478	0.552773498460225	10	14	3.80437716519942	7.69897000433602	5.84820587339641	0.00440175804290155	stability	30	0.691831249269604	0.0583732616571228
PHET	PHET	40	13	48	8	20	1.12668729064025	0.352164358213744	12	20	3.78784861602011	6.64315944966423	-11.6671336725233	-0.00909227153152677	stability	40	0.580583321922498	0.0283079445782087
KATG	KATG	40	4	33	8	20	1.28140185891529	0.406027255384069	12	20	3.76839255625441	7.11953147055545	-1.83217241217538	0.0189114750653969	stability	40	0.577923856477677	0.0281827065813188
ENTA	ENTA	40	4	9	8	20	40.0029849734311	13.5577312513397	12	20	3.764626752579	6.98728409487501	8.8563670815504	-0.00135173676648602	expression/solubility	40	0.57518488085456	0.0278770586426443
GCVH	GCVH	50	3	3	10	24	1.91603699191873	0.655876832873935	14	26	3.76430445263475	6.64057831631604	3.23228087389824	0.0183256494763577	expression/solubility	50	0.55624427316337	0.0237374009594136
YAGU	YAGU	50	4	5	10	24	1.33031280902737	0.449330759665804	14	26	3.7542974380828	6.84533340833194	1.07298666570753	0.0252473264828729	expression/solubility	50	0.555196205260888	0.0237021117791191
TOLQ	TOLQ	50	3	9	10	24	2.63091038250498	0.911048988607435	14	26	3.75155738880173	6.65136154794223	-1.566824763348	0.011165281596827	stability	50	0.554177897574124	0.0237321553359289
YEBT	YEBT	50	7	16	10	24	1.1700935144281	0.392767310159571	14	26	3.75075646438384	7.00260619617944	-6.79649924814539	0.00718405965407329	stability	50	0.553099730458221	0.0236312817863212
RSMI	RSMI	30	4	11	6	16	0.576762123522824	0.151963347159247	10	14	3.73668398394587	7.69897000433602	-11.0368145738855	0.0156128828958243	stability	30	0.690623902610324	0.0612035665416736
IDI	IDI	30	2	5	6	16	1.87693084496874	0.562783957279906	10	14	3.72485181862792	6.66370275108491	2.85629571588187	0.0182023254022773	expression/solubility	30	0.688524590163934	0.0613069840556928
MQO	MQO	40	4	18	8	20	3.1169115088787	1.03814892069694	12	20	3.72030304268662	6.24642646967119	-5.25221152218998	0.0123387993550218	expression/solubility	40	0.57315233785822	0.0291818415921716
MAEB	MAEB	50	19	42	10	24	1.18958072360501	0.402071423331413	14	26	3.71897174628219	6.67885564847069	-6.11958234327443	0.0145159443948931	stability	50	0.552110853507306	0.0237255009629291
ROB	ROB	30	2	12	6	16	0.614608379274033	0.165074724221641	10	14	3.70550913757177	6.76372383620354	1.66644551930517	-0.000329291862388529	stability	30	0.686504217432052	0.061645276667368
YCEF	YCEF	40	3	4	8	20	1.10222620512268	0.349711352857401	12	20	3.7031608358312	7.69897000433602	-2.2013364578679	0.0177058759163738	stability	40	0.570488206253428	0.02904303595472
ISPF	ISPF	50	6	8	10	24	0.270192118365084	0.0743986998963717	14	26	3.69823763734558	6.99317755143901	-2.31162106852837	-0.00371671057365573	expression/solubility	50	0.551181102362205	0.0239478685853923
RCNR	RCNR	40	2	3	8	20	2.51790110163384	0.83717439659346	12	20	3.69418385775487	6.53597505177938	2.9652236701255	0.0176922752709105	stability	40	0.567745474492595	0.0287292890707096
GLOB	GLOB	50	2	5	10	24	3.56801465695125	1.25881481875421	14	26	3.68299305551908	6.61966478341302	2.68156399125455	0.0231847465618128	expression/solubility	50	0.550250849652047	0.0241681279147631
GCVP	GCVP	50	5	31	10	24	2.29639312562338	0.802595663505308	14	26	3.680432303575	5.87729420163639	6.52306522927503	-0.0161000975713351	expression/solubility	50	0.549171926417435	0.0240655432285901
RPLE	RPLE	50	9	19	10	24	1.63836652365466	0.567656178136216	14	26	3.66671478711985	7.69897000433602	-3.73043238083643	0.0202714887070622	stability	50	0.548093003182824	0.0239634269656417
YQJE	YQJE	50	2	4	10	24	1.91623982479033	0.669436260519216	14	26	3.65269971358608	7.69897000433602	0.789361164889087	0.0624656203316627	expression/solubility	50	0.547043590850237	0.0239253688936778
SPY	SPY	50	4	7	10	24	5.25697757094322	1.87597907749525	14	26	3.65075543458956	5.69897000433602	0.94024249650808	-0.00500316622508057	expression/solubility	50	0.545964609408718	0.0238239102287441
HHA	HHA	50	2	5	10	24	2.9929524561429	1.05856758014145	14	26	3.6502184914729	6.70939547387514	1.77446815286007	0.0196369099063847	expression/solubility	50	0.544885627967199	0.02372291169381
YFAZ	YFAZ	30	2	3	6	16	1.47557214734778	0.443092328411358	10	14	3.64656595818242	7.69897000433602	-2.0954501279526	0.0175041204953471	expression/solubility	30	0.685124354763022	0.0638832168630385
RNPA	RNPA	30	2	5	6	16	0.896699181335631	0.259127147179257	10	14	3.62135442101322	6.47320787895333	-4.34948532195975	0.016756422294976	stability	30	0.683339203945051	0.0648942935290099
SRLR	SRLR	30	2	8	6	16	0.59912169586264	0.163508774837457	10	14	3.61794309384636	6.61228464579987	-3.02339905027246	0.0169469942966899	stability	30	0.680990959257955	0.0642401471566671
YOAE	YOAE	30	3	3	6	16	0.411031199462988	0.103147813072255	10	14	3.61069499563065	6.70435082669039	-2.26163631849988	0.0197440572267005	expression/solubility	30	0.678642714570858	0.0635946649746864
DMSA	DMSA	40	5	10	8	20	0.58095878544597	0.174376496284259	12	20	3.60910019913999	7.69897000433602	-9.07439651416443	0.0138118998566901	expression/solubility	40	0.565700947411781	0.0299787627820016
NUDF	NUDF	50	2	5	10	24	0.77572874959945	0.260047101916218	14	26	3.6081826891136	5.69897000433602	-1.51520137804258	-0.0234559433764562	expression/solubility	50	0.544188306429844	0.0244392259788063
YBIB	YBIB	50	5	11	10	24	0.883484327883305	0.299454010516601	14	26	3.60469629065192	6.21307448262329	4.99859249311973	0.00821751030028978	expression/solubility	50	0.54310856772661	0.0243356773575016
HSLU	HSLU	40	21	32	8	20	1.2670121765469	0.414313116588251	12	20	3.60437657401808	7.69897000433602	-7.6946913900396	0.000500702719352739	stability	40	0.56295482630784	0.0296556560287166
YCIF	YCIF	50	2	4	10	24	2.48159581205454	0.881638000339704	14	26	3.60200959685621	6.35447626879198	0.123233820902563	0.281590855206264	stability	50	0.542058093078501	0.0242949460636535
TSAC	TSAC	50	4	9	10	24	1.45196962888783	0.507036461895179	14	26	3.59799517160686	7.69897000433602	-0.981837004458882	0.0389506967952134	stability	50	0.540978296080337	0.024192063128087
TORC	TORC	40	2	3	8	20	12.7334528187226	4.42671454690945	12	20	3.59780992620345	6.69382560551133	-6.0723341996168	-0.00426268438147099	expression/solubility	40	0.5602087052039	0.0293363730239912
FABG	FABG	50	3	12	10	24	0.561779951198213	0.182752934486965	14	26	3.59410052166021	6.57376638627937	-2.6920798507601	0.0140613822993833	stability	50	0.539956803455723	0.0242133095720055
NUSA	NUSA	50	5	33	10	24	1.89363760681429	0.670600920102848	14	26	3.57715548208196	5.69897000433602	-0.513989938256424	0.0296444936070393	stability	50	0.538964195063995	0.0242955895537796
TAMA	TAMA	50	10	21	10	24	0.648834952448881	0.21550892099946	14	26	3.57135307603676	6.73692699830112	-5.36852658720306	0.00353550590481	stability	50	0.537942209019714	0.0243154681532348
RPSF	RPSF	50	5	9	10	24	1.93743540482053	0.689289011964526	14	26	3.55638272108146	7.67416254442045	-14.6016124848749	0.0181405170639535	stability	50	0.536978013073308	0.02445701640835
INFA	INFA	50	3	5	10	24	0.493635564980469	0.159252085604527	14	26	3.55469917453557	7.69897000433602	-3.79065023613553	0.0204359577268907	stability	50	0.535897574415213	0.0243535675484247
SEQA	SEQA	50	5	12	10	24	2.48088894678625	0.889412800462445	14	26	3.55277513237769	7.56196055624441	-26.7684810480468	0.0113169232728952	stability	50	0.534817135757117	0.0242505774417584
YGAU	YGAU	50	7	11	10	24	4.36515310097006	1.58519731333038	14	26	3.54054710184448	6.4820266276721	3.26835554859898	0.0165449219368281	expression/solubility	50	0.53382321158418	0.0243291109704294
SERB	SERB	30	7	9	6	16	0.317526565718403	0.0745807765323648	10	14	3.53930951250465	7.69897000433602	-4.26543459240113	0.0346090307027465	expression/solubility	30	0.677169057136139	0.0654893759204029
EPD	EPD	40	4	11	8	20	0.747015866553202	0.236209752559191	12	20	3.53280548378602	6.24217385486873	-1.45648306292158	0.0148507564363144	stability	40	0.557998900494777	0.0301975875561879
YEJF	YEJF	30	2	6	6	16	0.574504235614106	0.159327464465765	10	14	3.51935072694387	5.69897000433602	-5.99190872590063	-0.0263939330019645	expression/solubility	30	0.675135262291226	0.0657484667198645
OMPW	OMPW	30	2	3	6	16	0.340844932966941	0.0827774054538762	10	14	3.51528072549938	5.79119845946163	-1.26825334016451	0.0147644480760161	stability	30	0.672782874617737	0.0650939274792486
TRXC	TRXC	50	2	8	10	24	1.32089058648222	0.467113246566209	14	26	3.50946888991852	5.69898734085178	0.604653335011036	0.0319537968376851	expression/solubility	50	0.532944165180261	0.0246471970431048
RPLT	RPLT	50	9	14	10	24	1.12841768771371	0.396710735752537	14	26	3.49837176878836	7.69897000433602	-4.37280425584601	0.0280284668196279	stability	50	0.532006920415225	0.0248426139048519
YCIH	YCIH	50	5	7	10	24	0.808489846574336	0.278185231726471	14	26	3.49549204826214	6.75833676038427	-2.02882176371032	-0.0259358154114864	stability	50	0.530983021520493	0.0248570073810692
GLMU	GLMU	40	8	15	8	20	0.44025490335989	0.128825824108475	12	20	3.49411917190762	7.06350584920465	-6.46058889436296	0.00491571995840322	expression/solubility	40	0.555784839730362	0.0310394457276313
GLDA	GLDA	50	4	9	10	24	0.586214772136072	0.196137217722075	14	26	3.48454570952786	6.6393341467271	2.64288656666243	0.0231604576129016	stability	50	0.529987561516413	0.0249303359529102
ALR	ALR	30	3	14	6	16	0.521191243049826	0.143159928834057	10	14	3.48225803136741	7.69897000433602	12.8477785528858	0.00579172843857139	stability	30	0.670588235294118	0.0648956356736243
OXYR	OXYR	40	3	9	8	20	1.83654449347885	0.629059407997171	12	20	3.47495869772678	6.71313624613309	4.31818599737141	0.0187478063526637	stability	40	0.553185633686528	0.03103628700625
SLYX	SLYX	30	3	3	6	16	3.13283128514992	1.00785578229697	10	14	3.47295873574642	6.72928114011131	2.23545493380007	0.0170109497222206	expression/solubility	30	0.668313919284622	0.0644751569566254
YBDG	YBDG	30	3	10	6	16	0.322383235235291	0.0780701614263867	10	14	3.4569423239416	6.58683072061518	4.26028747224952	0.0197659960127421	stability	30	0.666195856873823	0.0644979428310962
SUCC	SUCC	50	3	23	10	24	2.87658923621108	1.05343495740117	14	26	3.45655002478413	6.29375992071678	-5.59454863188755	0.0105379806249186	stability	50	0.528991778450887	0.0250026748677006
PTSG	PTSG	50	10	13	10	24	0.275580101350767	0.0813931185262863	14	26	3.44716805029593	7.69897000433602	-2.78816881984786	0.0184709702079124	expression/solubility	50	0.527995672166622	0.0250740302830219
AGP	AGP	50	5	16	10	24	2.63928283577261	0.969545514203831	14	26	3.43009317002803	6.7176708589393	2.13322951926791	0.0183707712073228	expression/solubility	50	0.527113323952809	0.0253795304125426
CRA	CRA	40	6	12	8	20	1.33711513426266	0.45536914437232	12	20	3.42057425060513	6.67865957129616	-2.335840394771	0.0161700326883781	expression/solubility	40	0.551116009920088	0.0321749809259705
RLUB	RLUB	30	12	20	6	16	1.20491610850748	0.374216178573449	10	14	3.41784882318926	6.56485260677828	-4.45712071895036	0.0167677301112093	stability	30	0.66438920956532	0.0653876722072198
LIVG	LIVG	40	2	4	8	20	1.70591689487082	0.589066118712413	12	20	3.4172559960243	6.44798783246652	9.15698199856612	-0.00234665199152666	stability	40	0.548360429870488	0.0318301169062754
FMT	FMT	40	2	10	8	20	0.889440818327701	0.294559080152406	12	20	3.40468098969184	7.69897000433602	-6.12560543383999	0.0161283107045611	stability	40	0.545604849820887	0.0314891941896626
YEGP	YEGP	50	2	6	10	24	0.477427761401154	0.158779959531227	14	26	3.39567949956829	6.62751274541352	4.67844799646234	0.0203231012884315	expression/solubility	50	0.526315789473684	0.0258581235697941
TDK	TDK	50	5	10	10	24	0.315476689354942	0.0977299718693409	14	26	3.38904027120226	7.05573643844185	-2.66227067499851	0.0202289839999246	expression/solubility	50	0.525232835174356	0.0257489415942309
AROD	AROD	30	8	12	6	16	0.306267425322378	0.07438945806245	10	14	3.383559225498	7.69897000433602	19.3099701255633	0.0253735240723813	expression/solubility	30	0.662345315262228	0.0656096774552206
TADA	TADA	40	4	8	8	20	0.707857446539377	0.2299374286221	12	20	3.38111221957538	7.69897000433602	-7.23400642105439	0.0175026562001602	stability	40	0.543223493726734	0.0319452452276801
FADL	FADL	50	7	9	10	24	0.523025584300185	0.176635660510763	14	26	3.37963614953559	6.14678141016193	-4.61494463066503	-0.00564228162261919	stability	50	0.524291826897037	0.0259308836463145
TCDA	TCDA	30	7	8	6	16	0.591863006672576	0.170758114267367	10	14	3.37902981939725	6.71240801317976	-2.0053925485305	0.0162207368665585	expression/solubility	30	0.660143817045856	0.0653954968761052
DMSB	DMSB	30	2	2	6	16	0.221267083341347	0.0460046873010369	10	14	3.36983604554105	5.69897000433602	-16.3477877699085	-0.0274701552818655	expression/solubility	30	0.658251740002359	0.0660296000064478
MOAE	MOAE	50	4	7	10	24	1.04260331837151	0.3746664149254	14	26	3.36539154468279	6.69229093280604	4.08458210420838	0.019733068360606	expression/solubility	50	0.523265261903472	0.0259372305846322
FTSX	FTSX	50	4	10	10	24	0.565451191689701	0.193800060059536	14	26	3.35388035730739	6.73477200138752	-5.80330929417951	0.00180681724619537	stability	50	0.522238474456904	0.0259430966298096
RPSK	RPSK	50	6	8	10	24	1.41558518560042	0.518128888922261	14	26	3.34866970162102	6.45441931440168	-3.85920327903345	0.0115202977493726	stability	50	0.521183226785134	0.0258910377177131
GLYS	GLYS	40	2	47	8	20	1.66928592263896	0.585293022683387	12	20	3.33661410621466	6.89938640068459	34.2156506129346	-0.00771597170847411	stability	40	0.541137493097736	0.0330185589008788
YCIC	YCIC	30	2	3	6	16	0.942690753657995	0.2923575705414	10	14	3.32819676259586	6.85884552947966	-2.55801062522208	0.0199552641369678	expression/solubility	30	0.656279508970727	0.0664381725130859
CYOA	CYOA	50	10	12	10	24	0.263521713826995	0.0794052935692807	14	26	3.32526845508611	6.99379952778851	-2.38398914030659	0.01964915900185	stability	50	0.520409822735404	0.0264113568834599
LPXB	LPXB	30	5	9	6	16	0.752828110253962	0.228320935240393	10	14	3.3169791353503	6.66950110287463	-1.47992660390066	0.0122770875742339	stability	30	0.653995986306221	0.0660014354278364
PSD	PSD	50	4	11	10	24	0.663463409072852	0.233192692803957	14	26	3.31220544366466	6.05967419275176	-3.26339519256461	-0.0164679191559193	expression/solubility	50	0.519466435310704	0.026585113070505
YIDE	YIDE	40	2	2	8	20	0.387972065072019	0.115519736909834	12	20	3.31219279778697	5.69897000433602	1.01563253574521	-0.015187965191387	expression/solubility	40	0.538674033149171	0.0332888447451735
PSPE	PSPE	50	3	7	10	24	2.55497663884677	0.96019078759821	14	26	3.30692294376054	6.71182227359933	-0.18748032102095	0.135041819306015	stability	50	0.518381954234899	0.0264729245859275
LIVJ	LIVJ	50	6	9	10	24	0.647811925964635	0.22788348300323	14	26	3.29791747761921	6.42490018913385	9.88685548702595	-0.00532645731477258	expression/solubility	50	0.517437761024028	0.0266441832169089
YCBZ	YCBZ	40	11	17	8	20	0.70032643045225	0.231710661921905	12	20	3.29394643230394	5.97840053811938	-3.65921918448718	-0.00445482229669232	expression/solubility	40	0.535911602209945	0.0329331152196055
